nameseq,fickett_score-ORF,fickett_score-full-sequence
4_207651625_207660430,0.4238,0.3795499999999999
4_20766149_20775820,0.3773,0.3064
4_207661564_207661725,0.8440000000000001,0.48185
4_207661630_207661641,0.8447,0.3584
4_207662939_207663065,0.6614,0.36919
4_207663418_207663506,1.0157,0.4397
4_207663532_207664315,0.4598,0.36693
4_207664313_207664656,0.6809000000000001,0.42106
4_207664686_207664793,0.9776,0.38567
4_207664692_207665061,0.9355,0.37921
4_207664897_207682196,0.3827,0.28518
4_207673246_207673621,0.413,0.3342199999999999
4_207673884_207673980,0.8299,0.47601
4_207674258_207674479,1.0152,0.43426
4_207674600_207674879,0.7942000000000001,0.43182
4_207675324_207675929,0.475,0.34165
4_207676350_207677590,0.4177,0.32864
4_207678117_207692382,0.3953,0.30132
4_207688568_207689806,0.5255000000000001,0.38331
4_207692609_207693038,0.5914999999999999,0.39268
4_207693036_207694155,0.5073,0.34389
4_207694235_207696106,0.4329,0.3468799999999999
4_207696107_207705012,0.6065,0.40271
4_207705013_207705536,0.6708999999999999,0.39919
4_207706458_207706538,0.961,0.44757
4_207707362_207716823,0.4306,0.28068
4_20771377_20771450,1.0703,0.40647
4_207715959_207717249,0.4479999999999999,0.3598899999999999
4_20771597_20775607,0.3671,0.28165
4_207717250_207717932,1.177,0.4791299999999999
4_207724345_207724449,0.9788,0.39236
4_207724597_207728614,0.4201,0.35237
4_207728484_207747063,0.4082,0.28432
4_207747062_207758109,0.4208,0.29641
4_207749227_207749595,0.5215000000000001,0.3845999999999999
4_207754781_207757472,0.4199,0.32487
4_20775692_20775844,0.5746,0.4099699999999999
4_207758159_207791838,0.4384,0.28338
4_20775992_20776065,0.4047,0.34751
4_20776102_20776145,0.9883,0.39441
4_20776146_20776495,0.6469999999999999,0.3603700000000001
4_20776212_20776701,0.6393999999999999,0.38609
4_207762259_207763347,0.5914999999999999,0.3686399999999999
4_207763545_207763661,0.6576,0.30222
4_20776702_20777640,0.6414,0.3704699999999999
4_207770748_207770845,1.0384,0.42899
4_20777554_20777622,0.7071999999999999,0.38166
4_207775836_207784625,0.3864,0.34696
4_20777938_20781847,0.4665,0.3003099999999999
4_207788214_207788475,1.0381,0.444
4_207788837_207789403,0.8759,0.4124899999999999
4_207789405_207789847,0.6617,0.3935099999999999
4_207790305_207793398,0.8394,0.43043
4_207793604_207803437,0.4379999999999999,0.32379
4_207803440_207804811,0.3904,0.37207
4_207803785_207803853,0.6903,0.34272
4_207803856_207814953,0.3718,0.32477
4_207805301_207812767,0.3839,0.32477
4_207813515_207815780,0.3847,0.31027
4_207815831_207815933,1.0732000000000002,0.39249
4_207815996_207816580,0.4277,0.34996
4_207816585_207821231,0.6020000000000001,0.4460599999999999
4_20781892_20781990,0.9483,0.37912
4_20781995_20784404,0.4124,0.3783799999999999
4_207821436_207833146,0.4706,0.29869
4_207833640_207833702,1.2622,0.4139
4_207833837_207835377,1.0246000000000002,0.44257
4_207835381_207835586,0.6976,0.3799
4_207835619_207838986,1.1936,0.4231
4_207835885_207839474,1.0441,0.39147
4_207839331_207839741,0.6802,0.37407
4_207841022_207848130,0.3839,0.31917
4_20784422_20784552,1.2103,0.42819
4_207848341_207848423,0.8765000000000001,0.45144
4_207850690_207865054,0.4355,0.32575
4_207851976_207860905,0.4987,0.36001
4_20785205_20785303,0.99,0.40463
4_207860907_207863604,0.4574,0.35997
4_207865567_207865662,1.0564,0.43672
4_207865670_207865707,0.6052,0.3386099999999999
4_207865755_207866015,0.9371,0.46098
4_207866058_207866209,1.0168,0.35088
4_207866208_207866252,0.9701,0.35899
4_207866234_207872338,0.4583,0.35829
4_20787143_20787241,0.7898,0.38509
4_207872339_207872781,0.7875000000000001,0.42378
4_207875890_207875997,1.0444,0.44017
4_207876927_207877012,1.1709,0.41718
4_207877337_207877507,0.8219999999999998,0.4493499999999999
4_207879496_207883227,0.3844,0.30816
4_207880144_207884375,0.3825,0.32642
4_207884376_207884731,0.7038,0.4562299999999999
4_207884856_207884977,0.7952,0.41239
4_207884983_207886237,0.4783,0.38688
4_207885669_207887366,0.7599000000000001,0.3560999999999999
4_207887138_207887652,0.7218,0.4471099999999999
4_207887655_207891417,0.4517,0.28567
4_207889679_207891328,0.4349,0.3285
4_20788992_20789058,0.9984,0.34568
4_207892841_207898395,0.3827,0.28923
4_207894725_207900155,0.3615,0.28982
4_207900735_207903004,0.5852999999999999,0.4184599999999999
4_207901538_207901884,0.8166,0.47268
4_207903003_207903697,0.5136999999999999,0.3924999999999999
4_207903698_207905602,0.4329,0.38451
4_207908847_207909100,0.9244,0.40691
4_207909670_207910148,0.8956000000000002,0.39286
4_207910287_207910429,0.6226,0.36569
4_207910430_207910656,0.7705,0.38871
4_20791130_20793765,0.5347,0.3996799999999999
4_207911874_207912881,0.4748,0.39732
4_207913543_207913977,0.7648000000000001,0.45181
4_207914288_207914521,1.0414,0.4253699999999999
4_207916218_207916354,0.9457,0.36568
4_207916358_207916460,0.8417,0.39491
4_207916528_207917931,0.4548,0.29911
4_207917995_207918508,0.5037999999999999,0.26188
4_207918192_207920107,0.5143,0.29233
4_207918581_207918845,0.4826,0.2884
4_207918887_207920043,0.6495,0.3377099999999999
4_207920110_207920337,0.6880999999999999,0.40091
4_207920353_207921072,0.5796,0.27537
4_207921296_207928109,0.8546,0.4355799999999999
4_207928736_207928864,0.8238000000000001,0.38126
4_207929373_207929553,0.6727,0.31697
4_207929558_207929686,0.6906,0.37114
4_207929835_207929992,0.8458,0.44959
4_207929992_207930145,1.2548,0.42715
4_207930180_207930354,0.7968,0.40944
4_207930359_207930418,0.9461,0.39608
4_207930415_207931706,0.5922000000000001,0.39696
4_207931523_207931706,0.5527,0.30391
4_207931851_207931873,0.7105000000000001,0.34232
4_207931874_207943501,0.5201,0.3464
4_207931875_207932040,0.8012,0.45729
4_207943503_207943575,0.9333,0.43943
4_207943742_207943867,1.1534,0.40203
4_207943867_207944090,1.2858,0.36076
4_207944118_207944284,1.2342,0.39263
4_207944495_207945261,1.2706000000000002,0.3824099999999999
4_207945288_207957804,0.6506000000000001,0.39049
4_207945303_207946591,1.0616,0.40899
4_207954983_207956363,1.2259,0.44143
4_207957805_207961735,0.6950000000000001,0.35537
4_207958091_207958165,0.9432,0.3453
4_207961758_207972980,0.4199,0.3235
4_207966143_207967314,0.3901,0.31
4_20796690_20796972,1.3270000000000002,0.40858
4_207973201_207973578,1.2176,0.41957
4_20797341_20797724,1.1783,0.45327
4_207973585_207973878,0.7727,0.46713
4_207973877_207974071,0.985,0.45576
4_207974193_207980418,0.3493999999999999,0.31204
4_207980418_207980665,0.5062,0.41273
4_207980796_207980869,0.9559,0.39494
4_20798224_20798633,1.1694,0.4491399999999999
4_207983683_207983806,0.8251,0.4021399999999999
4_207984333_207984795,0.45,0.3475399999999999
4_207984861_207985118,0.8418,0.39862
4_207985727_207985873,0.8561,0.46909
4_207985919_207998851,0.4332,0.29206
4_207987407_207989050,0.5526,0.36703
4_207989122_207989990,0.4366,0.37349
4_20798983_20799499,1.1722,0.46326
4_207990437_207990511,0.5079,0.3943
4_207990548_207992597,0.6144000000000001,0.34008
4_208002990_208003128,0.8917000000000002,0.35379
4_208003735_208003870,0.8904000000000001,0.4303600000000001
4_208003851_208003906,0.8269,0.41777
4_208003874_208027379,0.4029999999999999,0.29628
4_20800485_20800607,0.8537,0.50043
4_20800923_20800959,0.9394,0.45529
4_20801040_20801271,0.4852,0.30694
4_208014748_208016371,0.6592999999999999,0.3930599999999999
4_20801542_20801841,0.8394,0.4724
4_20801853_20801933,1.0778,0.3915499999999999
4_20801993_20802523,0.4402999999999999,0.31865
4_208027379_208036256,0.4735,0.35436
4_20802832_20803583,0.5192,0.35379
4_208036256_208037258,0.7397,0.4382999999999999
4_208037258_208046001,0.3965,0.30816
4_20804250_20804404,0.5001,0.36397
4_208046002_208050439,0.3951,0.30981
4_20804910_20808899,0.4772,0.3673599999999999
4_208051726_208053831,0.734,0.4491499999999999
4_208053831_208054259,0.8151,0.45004
4_208054616_208054923,0.5852999999999999,0.41517
4_208055012_208056179,0.4106,0.34303
4_208056373_208057290,0.6177999999999999,0.4261
4_208057227_208057288,0.6604999999999999,0.44617
4_208057409_208057514,0.8104,0.46553
4_208061896_208062432,0.7615000000000001,0.42832
4_208064242_208083348,0.3775,0.3497099999999999
4_208083350_208083841,0.8629,0.41944
4_208083842_208085931,0.8177,0.4327799999999999
4_208084515_208085398,0.8549,0.44477
4_208085866_208091197,0.7513,0.4255899999999999
4_208085936_208091332,0.7264999999999999,0.4050899999999999
4_208091335_208092383,0.5139999999999999,0.37345
4_208092386_208116978,0.4306999999999999,0.28842
4_20809507_20809676,0.4501,0.32506
4_20809511_20809584,0.9601,0.4700999999999999
4_208095546_208095582,0.9363,0.37854
4_20810383_20810520,0.7621,0.39681
4_208106759_208106795,0.9095,0.43617
4_20811060_20811146,0.7630000000000001,0.45099
4_208113114_208133113,0.3827,0.28518
4_20811687_20811784,1.0822,0.4637799999999999
4_20811786_20813287,0.3572,0.33788
4_208125535_208125646,0.4826999999999999,0.35611
4_208125659_208125870,0.4962999999999999,0.41741
4_208126410_208132718,0.4042,0.3503699999999999
4_20813345_20814066,0.4393999999999999,0.2817199999999999
4_208134089_208134292,0.9346,0.41344
4_208134546_208135015,0.6695,0.42562
4_208135017_208146096,0.4849,0.35024
4_208136878_208144018,0.4797,0.33658
4_20814107_20814344,0.7126,0.35284
4_208146154_208147246,0.5243,0.3457699999999999
4_208147145_208147338,0.6989000000000001,0.3846499999999999
4_208147380_208147819,0.9278,0.4471799999999999
4_208148162_208148518,1.0844,0.42336
4_208148164_208148702,0.9639,0.40764
4_208148534_208148705,0.8856,0.42505
4_208149610_208149695,0.8984000000000001,0.38009
4_208149843_208150444,0.5363999999999999,0.37053
4_208150445_208160129,0.3706,0.31793
4_208160152_208161321,0.7628999999999999,0.38623
4_208161322_208162848,0.9152,0.44463
4_208162980_208163432,0.4864,0.31599
4_208163346_208163431,0.7424999999999999,0.35441
4_208164608_208164621,0.725,0.29559
4_208164622_208164879,0.7146000000000001,0.37189
4_208164632_208164734,0.6276999999999999,0.40799
4_208165606_208166011,0.6298,0.42815
4_208165856_208165999,1.0125,0.44674
4_208167763_208168652,0.7484999999999999,0.45297
4_208168476_208174145,0.4246,0.31057
4_20817090_20817831,0.4408999999999999,0.34107
4_208173607_208174145,0.7639999999999999,0.44521
4_20817369_20817419,0.7757000000000001,0.3843999999999999
4_20817434_20817490,0.7595999999999999,0.4046499999999999
4_208175345_208175646,0.7101,0.46753
4_20817551_20817831,0.4832999999999999,0.28961
4_208175672_208176092,1.062,0.44478
4_208176071_208176130,0.8696,0.3877199999999999
4_208176215_208176265,0.8529,0.3792799999999999
4_208176475_208176761,0.6622,0.3918399999999999
4_208177029_208177131,0.492,0.34265
4_208177685_208177919,1.2308,0.39607
4_208177968_208181179,0.6113999999999999,0.39951
4_208179648_208179826,0.9459,0.40621
4_20818036_20818188,1.0827,0.39843
4_208181179_208185868,0.4901,0.30573
4_208185869_208191236,0.4574,0.30601
4_208191228_208200077,0.4528999999999999,0.29251
4_20819748_20819849,0.7577,0.43593
4_20819869_20820106,0.7898,0.3230599999999999
4_208200073_208230569,0.3839,0.29607
4_20820306_20820433,0.8197000000000001,0.42223
4_208203402_208204733,0.3983,0.2908
4_20820709_20820880,0.4433999999999999,0.29139
4_20820724_20820861,0.4185999999999999,0.26529
4_20821436_20821791,0.6434,0.31731
4_208215288_208236128,0.4318999999999999,0.29526
4_20821792_20822125,0.8792000000000001,0.3467
4_20822439_20823595,0.6728999999999999,0.38259
4_20823596_20823977,0.8780000000000001,0.37477
4_208236129_208239943,0.4146999999999999,0.35079
4_20823978_20833121,0.652,0.3911
4_208239945_208244415,0.4705,0.35461
4_208244408_208245961,0.426,0.30598
4_208246314_208247054,0.7290000000000001,0.44973
4_208247366_208271875,0.3916,0.28648
4_208249700_208254583,0.7967000000000001,0.44016
4_208263651_208263869,0.7047999999999999,0.41719
4_208264974_208265057,0.9031,0.4464899999999999
4_208265074_208265272,0.6870999999999999,0.39183
4_208265898_208266340,0.8208000000000001,0.40573
4_208271870_208283747,0.4201,0.3505199999999999
4_208280904_208282936,0.5367999999999999,0.39614
4_208283244_208284948,0.6508999999999999,0.43435
4_208284879_208284945,0.8803,0.40439
4_208285401_208285527,0.678,0.34886
4_208285619_208285720,0.9068,0.37271
4_208288087_208288260,0.8957999999999998,0.412
4_208288121_208288262,0.8095,0.41733
4_208289703_208289814,0.8872,0.42468
4_208290563_208290830,0.7975,0.43166
4_208290834_208292079,0.4845,0.34499
4_208290869_208290991,0.9001,0.40973
4_208291263_208293223,0.4955,0.33762
4_208292302_208293035,0.4403999999999999,0.33671
4_208293259_208293341,0.5921,0.37647
4_208293873_208294053,0.9213,0.41705
4_208296528_208300057,0.6367,0.29624
4_208296532_208298366,0.7228,0.34691
4_208298375_208309514,0.5401,0.32754
4_208300866_208304049,0.6871,0.37121
4_208306255_208307293,0.9846,0.40594
4_208309383_208309551,1.166,0.39364
4_208309671_208309798,1.1797,0.37299
4_208309834_208310401,0.6029,0.32419
4_208311052_208311377,0.7806000000000001,0.47649
4_208312386_208312488,0.6998,0.39723
4_208312920_208313397,0.6546000000000001,0.4054
4_208313571_208313692,0.5975999999999999,0.37205
4_208314520_208314600,0.777,0.37014
4_208314709_208315286,0.4469,0.37119
4_208314749_208315215,0.5175,0.3914499999999999
4_208315280_208315314,0.6351999999999999,0.34917
4_208315297_208315445,0.7095,0.43425
4_208315400_208315445,1.0152,0.4022
4_208316087_208316820,0.7218,0.4083599999999999
4_208316903_208316985,0.9853,0.30771
4_208317163_208317270,0.8226,0.37827
4_208317358_208324962,0.4342,0.33614
4_208324917_208325029,0.7888000000000001,0.4072700000000001
4_208325342_208326680,0.4782,0.3999899999999999
4_208327651_208330314,0.3654,0.3497099999999999
4_208330389_208351636,0.4082,0.28432
4_20833122_20836750,0.7664000000000001,0.39757
4_208332315_208332392,0.9485,0.39153
4_208333536_208342901,0.4118,0.35299
4_208345314_208354121,0.4253999999999999,0.28936
4_208352817_208354194,0.389,0.30894
4_208355108_208356988,0.4986,0.26913
4_208357165_208358008,0.8243999999999999,0.41459
4_208358034_208358157,0.8872000000000002,0.28668
4_208358650_208359589,1.1964,0.41544
4_208359758_208359991,1.0577,0.39247
4_208360195_208362324,0.4529999999999999,0.33715
4_208362568_208364985,0.8799000000000001,0.41531
4_208365007_208365437,1.0721,0.40628
4_208366133_208370249,0.4841,0.32896
4_208366512_208366724,1.3009000000000002,0.39254
4_20836750_20840380,0.4457,0.31608
4_208367660_208367853,0.7315,0.45916
4_208370230_208376826,0.4094,0.39379
4_208370839_208372348,0.6472,0.43129
4_208374518_208375361,0.3622999999999999,0.3390499999999999
4_208375481_208395244,0.4432999999999999,0.30051
4_208377264_208378236,0.8352,0.4182
4_208378841_208385576,0.4714,0.3238999999999999
4_208392816_208395622,0.4184,0.323
4_208395252_208395622,0.5874999999999999,0.35949
4_208395630_208398333,0.5236999999999999,0.33585
4_208398434_208412623,0.5277000000000001,0.34864
4_208398637_208405373,0.8915000000000001,0.43526
4_20840381_20865464,0.4989,0.28415
4_208412636_208413159,0.4999,0.4065
4_208413161_208427232,0.4318999999999999,0.29526
4_208424532_208433031,0.389,0.31454
4_208428333_208433031,0.451,0.29547
4_208433039_208435871,0.5070999999999999,0.36492
4_208433423_208450465,0.4517,0.31437
4_208443110_208449842,0.4713,0.36665
4_208450977_208455114,0.451,0.32417
4_208452395_208452758,0.7602,0.4635000000000001
4_208455113_208461487,0.4734,0.28779
4_208461487_208461766,0.7318,0.44039
4_208461995_208462131,0.7327000000000001,0.39164
4_208462131_208464060,0.3847,0.31027
4_208464088_208464334,0.5141,0.35247
4_208465373_208467275,0.4356,0.32989
4_208467276_208467780,0.6856,0.37701
4_208467762_208475097,0.4016,0.32103
4_208468457_208474429,0.4082,0.33252
4_208475099_208475406,0.6262,0.41095
4_208475408_208492320,0.399,0.3072499999999999
4_208486116_208501452,0.3887,0.31165
4_208493036_208494436,0.6653,0.35681
4_208495181_208502969,0.4745,0.3506999999999999
4_208503657_208504281,1.1826,0.4489
4_208504277_208509072,0.6507000000000001,0.44872
4_208505464_208505743,1.2037,0.4366799999999999
4_208509059_208516276,0.4044,0.3118999999999999
4_208516277_208524154,0.3485,0.28434
4_208524143_208524865,0.338,0.25513
4_208524866_208525864,0.5105,0.32597
4_208525865_208530541,0.3985999999999999,0.33434
4_208527759_208528698,0.4895,0.35502
4_208531321_208532052,0.5423,0.40094
4_208532053_208533287,0.3332,0.29461
4_208533132_208533292,0.9183,0.36696
4_208533442_208533626,0.445,0.37253
4_208533495_208534460,0.4345,0.32027
4_208534451_208536885,0.3803,0.3482
4_208534567_208536613,0.4067,0.3567
4_208537996_208539088,0.5427,0.38305
4_208538069_208538113,0.6094999999999999,0.38591
4_208539134_208543070,0.5932,0.43001
4_208539354_208540091,0.8805,0.38269
4_208540766_208542984,0.8238,0.46718
4_208543780_208544417,0.6388,0.44875
4_208544956_208546784,0.5352999999999999,0.40575
4_208544956_208556305,0.3549,0.3118
4_208556306_208562362,0.3872,0.34514
4_208562350_208563706,0.629,0.4379100000000001
4_208563347_208563421,0.9197,0.44328
4_208563707_208564669,0.5175,0.37905
4_208564712_208569052,0.3194,0.25198
4_208567030_208569063,0.3654,0.34472
4_208569183_208569273,0.6946,0.40201
4_208569184_208569273,0.645,0.38744
4_208571112_208572074,0.7263,0.45939
4_208572102_208579538,0.4029999999999999,0.32498
4_208579891_208580049,1.011,0.3897
4_208579900_208580032,0.9603000000000002,0.3547
4_208580058_208580208,1.0288000000000002,0.42814
4_208580234_208580326,1.275,0.39259
4_208580332_208580391,1.2483,0.37516
4_208580390_208580449,0.8093,0.41219
4_208580581_208580726,0.7259,0.40385
4_208583119_208583386,0.6748,0.3806699999999999
4_208584048_208586076,0.4988,0.31993
4_208586042_208586685,0.499,0.37089
4_208586665_208587547,0.4911999999999999,0.3432199999999999
4_208587665_208587825,0.8865000000000001,0.42517
4_208588153_208588422,0.6945,0.36355
4_208588772_208588829,0.4451,0.29027
4_208590883_208591474,1.0126,0.39037
4_208590883_208591511,0.9587,0.3841999999999999
4_208591519_208591561,0.6817,0.29119
4_208591527_208591634,0.9063,0.4402
4_208591648_208602602,0.6008,0.43441
4_208600376_208600667,1.0686,0.40253
4_208603152_208604853,0.4743,0.35114
4_208603348_208604843,0.4378999999999999,0.3486599999999999
4_208605172_208605368,0.9478,0.38777
4_208606049_208608610,0.7687000000000002,0.40569
4_208608610_208617789,0.6208,0.37322
4_208617790_208619290,0.7146,0.45258
4_208619559_208619747,0.8171999999999999,0.49687
